Job Offer Title,Domain Knowledge,Countries,Area of Expertise,Company,Subjects,Researcher Profile,Hours/Week
Data Scientist , Environmental Analytics , France,Data Validation,HITS gGmbH,Marketing Analytics,HITS Independent Postdoc Program;"First Stage Researcher (R1)";"HITS gGmbH";"Other";"40";"Germany";"Heidelberg";"https://www.h-its.org/hits-job/independent-postdoc-program/";"https://euraxess.ec.europa.eu/jobs/693607",39
Data Analyst , Financial Analytics , Denmark,Unsupervised Learning,Radboud University,E-commerce Analytics,Two PhD Candidates for Social Studies of Controversies in Nanobiology;"First Stage Researcher (R1) ,31
Data Analyst , Healthcare Analytics , Germany,Supervised Learning,Helmholtz Zentrum München - Deutsches Forschungszentrum für Gesundheit und Umwelt,Telecommunications Analytics,Staff Scientist - Veterinary/ Pathology/ Biology (f/m/x);"Recognised Researcher (R2) ,42
Data Scientist , Econometrics , Belgium,Data Storytelling,"Institute for Nanomaterials, Advanced Technologies and Innovation, Technical University of Liberec",Supply Chain Analytics,Data Scientist ? Pattern Recognition / Department of Process Modelling and Artifical Intelligence...;"First Stage Researcher (R1)";"Institute for Nanomaterials,37
Data Scientist , Sports Analytics , France,Python Programming,"Institute for Nanomaterials, Advanced Technologies and Innovation, Technical University of Liberec",Energy Sector Analytics,Data Scientist Department of Process Modelling and Artifical Intelligence Institute for...;"First Stage Researcher (R1)";"Institute for Nanomaterials,44
Data Analyst , Business Intelligence , Ireland,R Programming,"Interdisciplinary Centre for Security, Reliability and Trust (SnT), University of Luxembourg",Data Governance,Research scientist in IoT- and AI-based Decision Support Systems;"First Stage Researcher (R1) ,45
Data Analyst , Marketing Analytics , Denmark,SQL,University of Luxembourg,Statistics and Probability,Scientific-full-stack Java software developer;"Recognised Researcher (R2) ,48
Data Scientist , Fraud Detection , Germany,NoSQL Databases,Helmholtz Zentrum München - Deutsches Forschungszentrum für Gesundheit und Umwelt,Machine Learning Algorithms,Specialist Computational Biology (f/m/x);"Recognised Researcher (R2) ,41
Data Scientist , Image Processing , Spain,Apache Spark,German Center for Neurodegenerative Diseases within the Helmholtz Association (DZNE),Data Visualization Techniques,Postdoctoral Researcher (f/m/x) in the group ?Translational Protein Biochemistry? 6024/2021/9;"First Stage Researcher (R1) ,37
Data Analyst , Natural Language Processing , Spain,Tableau,Silesian University of Technology,"Programming Languages (Python, R, SQL)",Assistant Professor (# of pos: 3);"Recognised Researcher (R2)";"Silesian University of Technology";"Architecture,38
Data Scientist , Fraud Detection , Italy,Matplotlib,German Aerospace Center (DLR),"Big Data Technologies (Hadoop, Spark)",58205: Computer Scientist (f/m/x) - Research in digital transformation methodologies for the...;"First Stage Researcher (R1) ,45
Data Scientist , Public Policy Analytics , Austria,Pandas,Deutsches Zentrum für Luft - und Raumfahrt (DLR),Data Mining and Cleaning,58205: Computer Scientist (f/m/x) - Research in digital transformation methodologies for the...;"Recognised Researcher (R2) ,46
Data Scientist , Feature Engineering , Greece,NumPy,Human Technopole,Time Series Analysis,Software and Web Developer;"First Stage Researcher (R1) ,37
Data Analyst , Data Engineering , Greece,Scikit-learn,Helmholtz Zentrum München - German Research Center for Environmental Health (HMGU),Natural Language Processing (NLP),Postdoc - Statistical Geneticist (f/m/x);"First Stage Researcher (R1) ,50
Data Analyst , Social Media Analytics , Netherlands,TensorFlow,Helmholtz Zentrum München - Deutsches Forschungszentrum für Gesundheit und Umwelt,Predictive Modeling,Postdoc - Statistical Geneticist (f/m/x);"Recognised Researcher (R2) ,50
Data Analyst , Supply Chain Analytics , Portugal,PyTorch,"Centre for Genomic Regulation (CRG), BIST",Feature Engineering,Postdoc - Computational Regulatory Genomics and Diabetes;"First Stage Researcher (R1) ,40
Data Scientist , Marketing Analytics , Netherlands,Jupyter Notebooks,Deutsches Elektronen-Synchrotron (DESY),Deep Learning,Scientist for Xilinx Embedded Software Development;"Recognised Researcher (R2)";"Deutsches Elektronen-Synchrotron (DESY)";"Computer science,32
Data Scientist , Machine Learning , Austria,Dask,CRUK Beatson Institute for Cancer Research,Data Warehousing,Postdoctoral Research Scientist - Immune response to liver cancer;"First Stage Researcher (R1) ,49
Data Scientist , Natural Language Processing , Portugal,Kafka,German Aerospace Center (DLR),Statistical Modeling,60905: 2 Computer Scientist (f/m/x) - Semi-automated methods for interacting with augmented reality...;"First Stage Researcher (R1) ,35
Data Scientist , Information Retrieval , Austria,Hadoop,European XFEL,Exploratory Data Analysis (EDA),Ph.D. student for Characterization and Optimization of the DSSC detectors at EuXFEL (f/m/d);"First Stage Researcher (R1)";"European XFEL";"Physics";"";"Germany";"Schenefeld (Hamburg area)";"https://122.rexx-server.com/rexx-hr/xfel/jobportal/Application/S-398-phd-student-for-characterization-and-optimiz/Init/1-788.html";"https://euraxess.ec.europa.eu/jobs/687423",50
Data Analyst , Time Series Analysis , Sweden,Data Lakes,KINGS COLLEGE LONDON,Web Scraping and Data Collection,Research Associate in Medical Statistics & Stroke Epidemiology;"First Stage Researcher (R1) ,35
Data Analyst , Natural Language Processing , Italy,Data Science Ethics,ISTITUTO ITALIANO DI TECNOLOGIA,Bayesian Methods,Postdoc in Planning and Manipulation - (21000051);"First Stage Researcher (R1)";"ISTITUTO ITALIANO DI TECNOLOGIA";"Engineering";"";"Italy";"GENOVA";"https://iit.taleo.net/careersection/ex/jobdetail.ftl?lang=it&job=21000051";"https://euraxess.ec.europa.eu/jobs/667281",31
Data Scientist , Social Media Analytics , Poland,Exploratory Data Analysis,SKOLKOVO INSTITUTE OF SCIENCE AND TECHNOLOGY,A/B Testing and Experimentation,PostDoc Plant Biotechnologies;"First Stage Researcher (R1) ,50
Data Analyst , Econometrics , Spain,Git Version Control,Flanders Institute for Biotechnology (VIB),"Cloud Computing Platforms (AWS, Azure, GCP)",Postdoc in Alzheimer?s disease using cutting edge genomic approaches;"First Stage Researcher (R1) ,35
Data Scientist , Feature Engineering , United Kingdom,Data Munging,Royal Netherlands Academy of Arts and Sciences (KNAW),Data Engineering,Director of the Westerdijk Fungal Biodiversity Institute - Utrecht;"Established Researcher (R3) ,40
Data Scientist , Big Data , Germany,Feature Extraction,Faculty of Computer Science,Geospatial Analysis,University Assistant (prae doc);"First Stage Researcher (R1)";"Faculty of Computer Science";"Computer science,46
Data Analyst , A/B Testing , Netherlands,Deep Reinforcement Learning,University of Ostrava,"Dashboard Development (Tableau, Power BI)",Postdoc Research Fellow / Researcher ? Molecular Biology and Nanomedicine;"Recognised Researcher (R2)";"University of Ostrava";"Medical sciences,41
Data Scientist , Data Mining , Portugal,Machine Learning,Engineering,NoSQL Databases,"Special Scientist, Research Software Engineering and Internet Technologies;""First Stage Researcher (R1) ",42
Data Scientist , Image Processing , Sweden,Statistical Analysis,"Biological sciences ,Chemistry ,History ,Medical sciences ,Philosophy ,Physics ,Religious sciences",Version Control (Git),"Postdoctoral Fellow, Philosophy of Contemporary and Future Science Project, Department of Philosophy;""First Stage Researcher (R1) ",38
Data Analyst , Data Mining , Italy,Data Mining,Dublin City University,Feature Selection Techniques,Post-Doctoral Researcher in Marine Sensing and Data Analysis;"First Stage Researcher (R1)";"Dublin City University";"Biological sciences,30
Data Scientist , Financial Analytics , Ireland,Data Visualization,DUBLIN CITY UNIVERSITY,Data Ethics and Privacy,Post-Doctoral Researcher in Marine Sensing and Data Analysis;"First Stage Researcher (R1) ,35
Data Scientist , Web Analytics , Sweden,Big Data Analytics,Jülich Research Centre (FZJ),Data Governance,PhD position: Scientific Discovery in Earth System Science: Applying Deep Learning Technologies in...;"First Stage Researcher (R1) ,50
Data Scientist , Information Retrieval , Denmark,Predictive Modeling,Helmholtz Centre for Ocean Research Kiel (GEOMAR),Robotics Process Automation (RPA),Lab Manager (m/f/d);"First Stage Researcher (R1) ,38
Data Scientist , Marketing Analytics , Spain,Natural Language Processing,Helmholtz-Zentrum Berlin for Materials and Energy (HZB),Graph Databases,Postdoctoral Research Scientist (f/m/d) for the exploration of crystal and magnetic structures of...;"First Stage Researcher (R1) ,31
Data Analyst , Information Retrieval , Denmark,Data Warehousing,Deutsches Zentrum für Luft - und Raumfahrt (DLR),Distributed Computing,60905: 2 Computer Scientist (f/m/x) - Semi-automated methods for interacting with augmented reality...;"Recognised Researcher (R2) ,36
Data Analyst , Feature Engineering , Norway,Quantitative Analysis,"Engineering ,Technology",Reinforcement Learning,"60603: Engineer, Mathematician, Physicist, Computer Scientist or similar (f/m/x) - Modeling of...;""Recognised Researcher (R2) ",45
Data Scientist , Image Processing , Sweden,Business Intelligence,Leibniz-Institut für Analytische Wissenschaften - ISAS - e.V.,Quantum Computing (Emerging),Post-doctoral position (m/f/d);"Recognised Researcher (R2)";"Leibniz-Institut für Analytische Wissenschaften - ISAS - e.V.";"Biological sciences";"39,38
Data Scientist , Spatial Analysis , Ireland,Deep Learning,Technology,DevOps Practices for Data Science,"59762: 3 Computer Scientists, Software Engineers or similar (f/m/x) - C software development for...;""First Stage Researcher (R1) ",49
Data Scientist , Image Processing , Greece,Data Engineering,Simula Research Laboratory,Cybersecurity in Data Analytics,Call for Senior Research Scientist in Scientific Computing at Simula Research Laboratory;"Recognised Researcher (R2)";"Simula Research Laboratory";"Computer science";"37.5";"Norway";"Oslo";"https://www.simula.no/about/job/call-senior-research-scientist-scientific-computing-simula-research-laboratory";"https://euraxess.ec.europa.eu/jobs/686070",44
Data Scientist , Energy Analytics , Spain,Time Series Analysis,IFREMER - Institut Français de Recherche pour l&amp;#039;Exploitation de la MER,Communication Skills,Researcher on Aging of measurement devices (M/F);"Recognised Researcher (R2) ,49
Data Analyst , Data Engineering , Spain,Feature Engineering,European XFEL,Problem-Solving Skills,Control Software Engineer ? Motion Control R&D (f/m/d);"First Stage Researcher (R1)";"European XFEL";"Computer science ,47
Data Scientist , Supply Chain Analytics , Greece,Experimental Design,SKOLKOVO INSTITUTE OF SCIENCE AND TECHNOLOGY,Critical Thinking,Postdoctoral Position at the V. Zelman Center for Neurobiology and Brain Restoration;"First Stage Researcher (R1) ,46
Data Analyst , AI Ethics , Ireland,Data Preprocessing,European XFEL,Adaptability and Learning Agility,Ph.D. student for JUNGFRAU detector performance optimization (f/m/d);"First Stage Researcher (R1)";"European XFEL";"Physics";"";"Germany";"Schenefeld (Hamburg area)";"https://122.rexx-server.com/rexx-hr/xfel/jobportal/Application/S-396-phd-student-for-jungfrau-detector-performanc/Init/1-789.html";"https://euraxess.ec.europa.eu/jobs/687415",38
Data Analyst , Text Mining , Netherlands,Data Cleaning,"International PhD Programme ?Gene Regulation, Epigenetics and Genome Stability?",Collaboration and Teamwork,PhD position (Epigenetics & Nuclear Dynamics): Epigenetic readers in plants (m/f/d);"First Stage Researcher (R1)";"International PhD Programme ?Gene Regulation,50
Data Analyst , Data Engineering , Belgium,Pattern Recognition,"Engineering ,Technology",Presentation Skills,"56672: Physicist, Remote Sensing Scientist or similar (f/m/x) - Methods for the retrieval of trace...;""Recognised Researcher (R2) ",38
Data Scientist , Text Mining , Austria,Neural Networks,Literature,Storytelling with Data,"60278: (Geo) computer scientist, data scientist, statistician or similar with Master (f/m/x) -...;""First Stage Researcher (R1) ",49
Data Analyst , Image Processing , Poland,Information Retrieval,"Engineering ,Technology",Attention to Detail,"60278: (Geo) computer scientist, data scientist, statistician or similar with Master (f/m/x) -...;""Recognised Researcher (R2) ",46
Data Scientist , Data Visualization , Greece,A/B Testing,OMass Technologies Limited,Decision-Making Skills,Membrane Protein Biochemist;"First Stage Researcher (R1) ,50
Data Scientist , Text Mining , Finland,Text Mining,Helmholtz Zentrum München - Deutsches Forschungszentrum für Gesundheit und Umwelt,Business Understanding in Data Analysis,Faculty (all levels) in optoacoustic mesoscopy (f/m/x);"Recognised Researcher (R2) ,30
Data Scientist , Natural Language Processing , Switzerland,Database Management,Helmholtz Zentrum München - German Research Center for Environmental Health (HMGU),Healthcare Analytics,Faculty (all levels) in optoacoustic mesoscopy (f/m/x);"First Stage Researcher (R1) ,43
Data Scientist , Environmental Analytics , Finland,Regression Analysis,European Molecular Biology Laboratory (EMBL),Financial Analysis,Bioinformatician;"First Stage Researcher (R1) ,43
Data Analyst , Data Engineering , Germany,Optimization Techniques,Aix MarseilleUniversité-CINaM-CNRS,Marketing Analytics,Postdoc/Engineer in prototyping/experimental development specialized in micro/milli-fluidics;"First Stage Researcher (R1) ,49
Data Scientist , Environmental Analytics , Greece,Cluster Analysis,European Synchrotron Radiation Facility,E-commerce Analytics,Digital Electronics Engineer;"Recognised Researcher (R2) ,32
Data Scientist , Human Resource Analytics , Greece,Data Architecture,University of Edinburgh,Telecommunications Analytics,Postdoctoral Research Associate;"First Stage Researcher (R1) ,42
Data Scientist , Image Processing , France,Decision Trees,"Biological sciences ,Medical sciences",Supply Chain Analytics,"Research Assistant, Clinical Mass Spectrometry;""First Stage Researcher (R1) ",40
Data Scientist , Marketing Analytics , Austria,Random Forests,University of Liverpool,Energy Sector Analytics,Postdoctoral Research Associate in Automated Discovery of Net-Zero Materials;"First Stage Researcher (R1) ,43
Data Analyst , Image Processing , Ireland,Dimensionality Reduction,Engineering,Data Governance,"Post-doctoral Fellow, Faculty of Dentistry;""First Stage Researcher (R1) ",49
Data Analyst , R&D Analytics , Netherlands,Anomaly Detection,Ecole normale supérieure de Lyon,Statistics and Probability,Post-doctoral Associate;"First Stage Researcher (R1) ,34
Data Analyst , Business Intelligence , Finland,Model Evaluation,Karlsruhe Institute of Technology (KIT),Machine Learning Algorithms,IPE 04-21 Internship: A Cloud Architecture for Large-Scale Scientific Experiments;"First Stage Researcher (R1) ,33
Data Analyst , Information Retrieval , United Kingdom,Data Governance,Erasmus University Rotterdam (EUR),Data Visualization Techniques,Innovation Manager/Business Developer AI (1.0 fte);"Recognised Researcher (R2)";"Erasmus University Rotterdam (EUR)";"Cultural studies";"40.0";"Netherlands";"Rotterdam";"https://www.academictransfer.com/305604/innovation-managerbusiness-developer-ai-10-fte/apply/#apply";"https://euraxess.ec.europa.eu/jobs/699524",46
Data Analyst , Data Mining , Poland,"ETL (Extract, Transform, Load)","Engineering ,Technology","Programming Languages (Python, R, SQL)","59762: 3 Computer Scientists, Software Engineers or similar (f/m/x) - C software development for...;""Recognised Researcher (R2) ",43
Data Scientist , Public Policy Analytics , Greece,Hypothesis Testing,UK Dementia Research Institute,"Big Data Technologies (Hadoop, Spark)",PhD studentship (Cardiff);"First Stage Researcher (R1)";"UK Dementia Research Institute";"Neurosciences";"35";"United Kingdom";"Cardiff";"https://www.findaphd.com/phds/project/metabolic-ageing-signatures-in-alzheimer-s-disease-models/?p135195=";"https://euraxess.ec.europa.eu/jobs/700748",32
Data Scientist , Human Resource Analytics , Sweden,Web Scraping,Wageningen University & Research,Data Mining and Cleaning,Full Professor and Chair Systems and Synthetic Biology;"Established Researcher (R3) ,30
Data Analyst , Network Analysis , Portugal,Cloud Computing,Jagiellonian University,Time Series Analysis,Postdoctoral researcher (Biochemistry/Structural Biology);"Recognised Researcher (R2)";"Jagiellonian University";"Biological sciences,50
Data Scientist , Information Retrieval , Finland,Data Ethics,Eindhoven University of Technology (TU/e),Natural Language Processing (NLP),PhD in Artificial Intelligence for MR Spectroscopy;"First Stage Researcher (R1)";"Eindhoven University of Technology (TU/e)";"Medical sciences ,39
Data Scientist , Network Analysis , Norway,Causal Inference,Jülich Research Centre (FZJ),Predictive Modeling,PhD position - Data-Driven Distribution Models for Robust Design of Island Energy Systems with a...;"First Stage Researcher (R1) ,33
Data Analyst , Econometrics , France,Ensemble Learning,Forschungszentrum Jülich,Feature Engineering,PhD position - Data-Driven Distribution Models for Robust Design of Island Energy Systems with a...;"First Stage Researcher (R1)";"Forschungszentrum Jülich";"All";"";"Germany";"Jülich";"mailto:karriere@fz-juelich.de";"https://euraxess.ec.europa.eu/jobs/677244",36
Data Analyst , Data Visualization , United Kingdom,Recommendation Systems,Université de Tours,Deep Learning,Post-doctoral position: Molecular optical spectroscopy (MOS) application to control...;"Recognised Researcher (R2) ,44
Data Analyst , Fraud Detection , France,Geospatial Analysis,CRUK Beatson Institute for Cancer Research,Data Warehousing,Senior Scientific Officer - Metabolomics;"First Stage Researcher (R1) ,39
Data Analyst , Human Resource Analytics , Spain,Survival Analysis,Medical University of Innsbruck,Statistical Modeling,Postdoctoral Fellow - Biochemical-Genetics & Diagnosis of Inherited Metabolic Diseases;"First Stage Researcher (R1)";"Medical University of Innsbruck";"Medical sciences,45
Data Scientist , Risk Analysis , France,Data Storytelling,University of Twente (UT),Exploratory Data Analysis (EDA),Assistant Professor Data Analytics for Robotic Control;"Established Researcher (R3) ,46
Data Analyst , Feature Engineering , Germany,Feature Selection,"University of Warsaw, Faculty of Biology",Web Scraping and Data Collection,Postdoc position (a Research Associate) in the Institute of Developmental Biology and Biomedical...;"Recognised Researcher (R2) ,33
Data Analyst , Public Policy Analytics , Norway,Data Privacy,Germany,Bayesian Methods,"60962: Computational Engineer, Mechanical Engineer, Physicist or similar (f/m/x) - Numerical...;""First Stage Researcher (R1)"";""Deutsches Zentrum für Luft - und Raumfahrt (DLR)"";""Engineering ",34
Data Analyst , Energy Analytics , Netherlands,Time Complexity Analysis,Centre For Genomic Regulation,A/B Testing and Experimentation,Scientific research manager for the EGA team;"Recognised Researcher (R2)";"Centre For Genomic Regulation";"Biological sciences";"40";"Spain";"Barcelona";"https://recruitment.crg.eu/content/jobs/position/scientific-research-manager-ega-team";"https://euraxess.ec.europa.eu/jobs/700454",30
Data Analyst , Genomic Data Analysis , Greece,Blockchain Analytics,Delft University of Technology (TU Delft),"Cloud Computing Platforms (AWS, Azure, GCP)",Assistant Professor Intelligent Vehicles for Safe and Efficient Traffic;"Established Researcher (R3) ,37
Data Scientist , Predictive Analytics , Greece,Bayesian Methods,Centre For Genomic Regulation,Data Engineering,Bioinformatician - Single Cell Epigenomics and Cancer Development lab;"Recognised Researcher (R2)";"Centre For Genomic Regulation";"Biological sciences";"40";"Spain";"Barcelona";"https://recruitment.crg.eu/content/jobs/position/bioinformatician-single-cell-epigenomics-and-cancer-development-lab-0";"https://euraxess.ec.europa.eu/jobs/695342",43
Data Analyst , Deep Learning , Denmark,SVM (Support Vector Machines),QUEENS UNIVERSITY BELFAST,Geospatial Analysis,Research Fellow in Quantitative Interaction Proteomics;"First Stage Researcher (R1) ,50
Data Analyst , Energy Analytics , Austria,Graph Analytics,TECHNISCHE UNIVERSITAT DRESDEN (TU DRESDEN),"Dashboard Development (Tableau, Power BI)",Research Associate / PhD Student (m/f/x);"Recognised Researcher (R2) ,35
Data Analyst , Sports Analytics , United Kingdom,Pattern Mining,TECHNISCHE UNIVERSITAT DRESDEN (TU DRESDEN),NoSQL Databases,Research Associate / PhD Student (m/f/x);"Recognised Researcher (R2) ,31
Data Analyst , Quantitative Analysis , Norway,Ethical AI,University of East Anglia,Version Control (Git),Can extreme internal waves trigger turbidity currents and carbon transport in submarine canyons? (...;"First Stage Researcher (R1)";"University of East Anglia";"Chemistry ,31
Data Analyst , Data Mining , Denmark,Clustering Algorithms,University of Luxembourg,Feature Selection Techniques,PostDoc in Bioinformatics / Machine Learning;"First Stage Researcher (R1) ,48
Data Scientist , Big Data , Portugal,Econometrics,Technology,Data Ethics and Privacy,"60025: Mathematician, theoretical physicist, Statistician, theoretical Computer Scientist or...;""First Stage Researcher (R1) ",43
Data Scientist , Econometrics , Germany,K-Nearest Neighbors,"Engineering ,Technology",Data Governance,"60025: Mathematician, theoretical physicist, Statistician, theoretical Computer Scientist or...;""Recognised Researcher (R2) ",46
Data Scientist , Financial Analytics , Belgium,Markov Models,Technology,Robotics Process Automation (RPA),"60048: Physicist, Statistician, theoretical Computer Scientist or similar (f/m/x) - Development of...;""First Stage Researcher (R1) ",38
Data Scientist , Text Mining , Greece,Data Fusion,"Engineering ,Technology",Graph Databases,"60048: Physicist, Statistician, theoretical Computer Scientist or similar (f/m/x) - Development of...;""Recognised Researcher (R2) ",43
Data Scientist , Text Mining , United Kingdom,Data Interpretation,Helmholtz Zentrum München - German Research Center for Environmental Health (HMGU),Distributed Computing,Statistical Consultant (f/m/x);"First Stage Researcher (R1) ,37
Data Scientist , Business Intelligence , Italy,Network Analysis,European Molecular Biology Laboratory (EMBL),Reinforcement Learning,Technical Project Lead (Open Targets);"First Stage Researcher (R1) ,47
Data Scientist , Text Mining , Netherlands,Data Structures,,Quantum Computing (Emerging),"60603: Engineer, Mathematician, Physicist, Computer Scientist or similar (f/m/x) - Modeling of...;""First Stage Researcher (R1) ",37
Data Analyst , Genomic Data Analysis , Norway,Sentiment Analysis,University of Wroclaw,DevOps Practices for Data Science,assistant professor;"Recognised Researcher (R2)";"University of Wroclaw";"Cultural studies ,45
Data Analyst , Big Data , Italy,Reinforcement Learning,CNRS,Cybersecurity in Data Analytics,Postdoctoral position (M/F) on Scanning Transmission Electron Microscopy of ferroelectric...;"Recognised Researcher (R2)";"CNRS";"Physics";"35";"France";"TOULOUSE";"https://emploi.cnrs.fr/Candidat/Offre/UPR8011-SYLCHA-004/Candidater.aspx";"https://euraxess.ec.europa.eu/jobs/699498",41
Data Scientist , Human Resource Analytics , Greece,Logistic Regression,Forschungszentrum Jülich,Communication Skills,Research Assistant in Research Software Engineering;"Recognised Researcher (R2) ,30
Data Analyst , Business Intelligence , France,Association Rule Mining,Leibniz Institute of Plant Biochemistry (IPB),Problem-Solving Skills,Independent Junior Research Group Leader (m/f/d);"First Stage Researcher (R1) ,33
Data Scientist , Data Visualization , United Kingdom,Data Validation,University of Tübingen (Uni Tübingen),Critical Thinking,Director or Co-director;"First Stage Researcher (R1) ,35
Data Scientist , Network Analysis , Finland,Unsupervised Learning,Helmholtz Zentrum München - Deutsches Forschungszentrum für Gesundheit und Umwelt,Adaptability and Learning Agility,Postdoc - Bioinformatician (f/m/x);"Recognised Researcher (R2) ,43
Data Analyst , Machine Learning , France,Supervised Learning,LINKS Foundation - Leading Innovation and Knowledge for Society,Collaboration and Teamwork,Researcher/IoT Developer;"First Stage Researcher (R1)";"LINKS Foundation - Leading Innovation and Knowledge for Society";"Computer science,50
Data Analyst , Big Data , Denmark,Data Storytelling,"Biological sciences ,Chemistry ,Computer science ,Engineering ,Mathematics ,Medical sciences ,Neurosciences ,Physics ,Technology",Presentation Skills,"ARISE Fellowships for technology developers - All EMBL sites (Germany, UK, France, Italy, Spain) (# of pos: 20);""Established Researcher (R3) ",31
Data Analyst , Forecasting , Finland,Python Programming,Masaryk University - Faculty of Science ? RECETOX,Storytelling with Data,Scientific software developer (# of pos: 2);"First Stage Researcher (R1)";"Masaryk University - Faculty of Science ? RECETOX";"Chemistry,33
Data Analyst , Big Data , Finland,R Programming,Centre For Genomic Regulation,Attention to Detail,DevOps Engineer;"Recognised Researcher (R2) ,46
Data Analyst , Marketing Analytics , Netherlands,SQL,Rectorate,Decision-Making Skills,Tenure Track;"Established Researcher (R3)";"Rectorate";"Computer science,41
Data Analyst , Text Mining , United Kingdom,NoSQL Databases,"Interdisciplinary Centre for Security, Reliability and Trust (SnT), University of Luxembourg",Business Understanding in Data Analysis,Research Scientist in Wireless/Satellite/Quantum Communication Systems;"First Stage Researcher (R1) ,50
Data Scientist , Time Series Analysis , Netherlands,Apache Spark,European XFEL,Healthcare Analytics,PLC Developer for R&D project (f/m/d);"First Stage Researcher (R1)";"European XFEL";"Engineering,35
Data Analyst , Statistical Analysis , United Kingdom,Tableau,CNRS,Financial Analysis,Three-year PhD position Developmental genetic basis of an evolutionary innovation (Khila Team /...;"First Stage Researcher (R1)";"CNRS";"Biological sciences,30
Data Scientist , Supply Chain Analytics , Greece,Matplotlib,European XFEL,Marketing Analytics,Post-doc for surface plasma dynamics simulations (f/m/d);"Recognised Researcher (R2)";"European XFEL";"Chemistry ,43
Data Analyst , Machine Learning , Netherlands,Pandas,IFREMER - Institut Français de Recherche pour l&amp;#039;Exploitation de la MER,E-commerce Analytics,Post doc in Molecular Microbiology (M/F);"First Stage Researcher (R1) ,34
Data Scientist , Public Policy Analytics , Portugal,NumPy,Heidelberg Institute for Theoretical Studies (HITS),Telecommunications Analytics,HITS Independent Postdoc Program;"First Stage Researcher (R1) ,45
Data Analyst , Data Mining , Italy,Scikit-learn,Pompeu Fabra University (UPF),Supply Chain Analytics,PD2021MD: Postdoctoral position on deep learning applied to molecular simulations;"Recognised Researcher (R2)";"Pompeu Fabra University (UPF)";"Computer science,46
Data Scientist , Predictive Analytics , Ireland,TensorFlow,"International PhD Programme ?Gene Regulation, Epigenetics and Genome Stability?",Energy Sector Analytics,PhD position (Ageing...;"First Stage Researcher (R1)";"International PhD Programme ?Gene Regulation,32
Data Analyst , Machine Learning , Spain,PyTorch,CNRS,Data Governance,Post-doc "Multiscale approaches to investigate the conformational landscape of flexible protein...;"First Stage Researcher (R1)";"CNRS";"Biological sciences,32
Data Analyst , Supply Chain Analytics , Netherlands,Jupyter Notebooks,"Research Center for Molecular Medicine (CeMM), ÖAW",Statistics and Probability,Technical Assistant in Chromatin Biology;"First Stage Researcher (R1) ,39
Data Analyst , Data Engineering , Portugal,Dask,University of Cambridge,Machine Learning Algorithms,Research Associate (Computational Biologist) (Fixed Term);"First Stage Researcher (R1) ,39
Data Analyst , Big Data , Norway,Kafka,UNIVERSITY OF PENNSYLVANIA,Data Visualization Techniques,Assistant Professor - Computational Multi-omics Diagnostics;"First Stage Researcher (R1) ,44
Data Analyst , Genomic Data Analysis , Germany,Hadoop,"Biological sciences ,Chemistry ,Computer science ,Mathematics ,Medical sciences ,Physics","Programming Languages (Python, R, SQL)","Postdoc / staff scientist in computer-aided, structure based drug discovery (f/m/x);""First Stage Researcher (R1) ",48
Data Analyst , Business Intelligence , Norway,Data Lakes,Medical sciences,"Big Data Technologies (Hadoop, Spark)","Postdoc / staff scientist in computer-aided, structure based drug discovery (f/m/x);""Recognised Researcher (R2) ",45
Data Analyst , Healthcare Analytics , Spain,Data Science Ethics,Institute of Cosmos Sciences of University of Barcelona,Data Mining and Cleaning,PhD grant on "Structure and evolution of the Milky Way Galaxy with Gaia ";"First Stage Researcher (R1)";"Institute of Cosmos Sciences of University of Barcelona";"Astronomy,45
Data Scientist , Network Analysis , Belgium,Exploratory Data Analysis,AION Labs,Time Series Analysis,Postdoctoral Researcher / Scientist Co-Founder (all genders): De Novo Computational Design of... (# of pos: 2);"First Stage Researcher (R1) ,47
Data Analyst , A/B Testing , Ireland,Git Version Control,AION Labs,Natural Language Processing (NLP),Group Leader / Scientist Founder (all genders): De Novo Computational Design of Therapeutic...;"Recognised Researcher (R2) ,49
Data Analyst , Time Series Analysis , Italy,Data Munging,University of Wroclaw,Predictive Modeling,post-doc;"Recognised Researcher (R2)";"University of Wroclaw";"Physics";"Tbd";"Poland";"50-137 Wroclaw";"mailto:praca@uwr.edu.pl";"https://euraxess.ec.europa.eu/jobs/702239",35
Data Scientist , Network Analysis , Belgium,Feature Extraction,University of Wroclaw,Feature Engineering,Lector;"First Stage Researcher (R1)";"University of Wroclaw";"Language sciences ,41
Data Analyst , Behavioral Analytics , Denmark,Deep Reinforcement Learning,Wellcome Sanger Institute,Deep Learning,Clinical Curator;"First Stage Researcher (R1) ,43
Data Scientist , Information Retrieval , Portugal,Machine Learning,Wellcome Sanger Institute,Data Warehousing,Senior Database Curator;"First Stage Researcher (R1) ,42
Data Scientist , Risk Analysis , Denmark,Statistical Analysis,Empa,Statistical Modeling,PhD position titled: Multiscale mapping of the fruit's lifecycle from flower to fork by physics-...;"First Stage Researcher (R1)";"Empa";"Agricultural sciences,42
Data Scientist , Data Engineering , Norway,Data Mining,Senckenberg Gesellschaft fuer Naturforschung,Exploratory Data Analysis (EDA),Job offer 'PhD student addressing the biodiversity impacts of different terrestrial CDR methods and...;"First Stage Researcher (R1)";"Senckenberg Gesellschaft fuer Naturforschung";"Biological sciences,44
